Diana,Full Wig,100% Human Hair,Straight,Short,Diana-HW-NUTRIV,HW NUTRIV,Bohemian Remy  ,49.99,62.99,,1!637322801017:2!637322801031:4!637322801048:BL1B-99J!637322801086:F4-30!637322801079,1!637322801017:2!637322801031:4!637322801048:BL1B-99J!637322801086:F4-30!637322801079,,,,,,,,,,,,,
Diana,Full Wig,100% Human Hair,Wavy Style,Short,Diana-HW-RICCI,HW RICCI,Bohemian Remy  ,49.99,62.99,,1!637322800515:1B!637322800522:2!637322800539:F1B-30!637322800553,1!637322800515:1B!637322800522:2!637322800539:F1B-30!637322800553,,,,,,,,,,,,,
Diana,Full Wig,100% Human Hair,Curly Style,Short,Diana-HW-STAR,HW STAR,Bohemian Remy  ,49.99,62.99,,1!637322881507:1B!637322881514:99J!637322881569:BLOOMING!637322881576:F1B-30!637322881545:FUSION!637322881583,1!637322881507:1B!637322881514:99J!637322881569:BLOOMING!637322881576:F1B-30!637322881545:FUSION!637322881583,,,,,,,,,,,,,
Diana,Full Wig,100% Human Hair,Wavy Style,Short,Diana-HW-ZARA,HW ZARA,Bohemian Remy  ,49.99,62.99,,1!637322886502:1B!637322886519:2!637322886526:4!637322886533:99J!637322886564:F1B-30!637322886540:F4-30!637322886557,1!637322886502:1B!637322886519:2!637322886526:4!637322886533:99J!637322886564:F1B-30!637322886540:F4-30!637322886557,,,,,,,,,,,,,
Diana,Lace Front,Synthetic,Wavy Style,Medium,Diana-LW-NINA,LW NINA,,37.99,54.99,,1!637322726006:1B!637322726013:2!637322726020:4!637322726037:F1B-30!637322726044:F4-27-30!637322726051:F4-30!637322726068:TT DKPU!637322726075,1!637322726006:1B!637322726013:2!637322726020:4!637322726037:F1B-30!637322726044:F4-27-30!637322726051:F4-30!637322726068:TT DKPU!637322726075,,,,,,,,,,,,,
Diana,Lace Front,Synthetic,Curly Style,Medium,Diana-LW-OPRAH,LW OPRAH,,37.99,54.99,,1!637322852507:1B!637322852514:2!637322852521:4!637322852538:99J!637322852613:F1B-30!637322852545:F4-27-30!637322852637:NT AUBURN!637322852590:NT FIRE!637322852606:RED WINE!637322852620,1!637322852507:1B!637322852514:2!637322852521:4!637322852538:99J!637322852613:F1B-30!637322852545:F4-27-30!637322852637:NT AUBURN!637322852590:NT FIRE!637322852606:RED WINE!637322852620,,,,,,,,,,,,,
Diana,Lace Front,Synthetic,Loose Curl,Medium,Diana-LW-OSCAR,LW OSCAR,,37.99,54.99,,1!637322820513:1B!637322820520:4!637322820544:99J!637322820681:F4-27-30!637322820704:F4-30!637322820575:RED WINE!637322820698,1!637322820513:1B!637322820520:4!637322820544:99J!637322820681:F4-27-30!637322820704:F4-30!637322820575:RED WINE!637322820698,,,,,,,,,,,,,
Diana,Lace Front,Synthetic,Loose Curl,Long,Diana-LW-RENE,LW RENE,,37.99,54.99,,1!637322992517:1B!637322992524:2!637322992531:4!637322992548:99J!637322992661:F1B-30!637322992562:F4-27-30!637322992678:F4-30!637322992609:NT23033!637322992708:NT2730613!637322992715:NT430!637322992722:RED WINE!637322992685,1!637322992517:1B!637322992524:2!637322992531:4!637322992548:99J!637322992661:F1B-30!637322992562:F4-27-30!637322992678:F4-30!637322992609:NT23033!637322992708:NT2730613!637322992715:NT430!637322992722:RED WINE!637322992685,,,,,,,,,,,,,
Diana,Lace Front,Synthetic,Straight,Long,Diana-LW-SAGA,LW SAGA,,37.99,54.99,,1!637322704509:1B!637322704516:2!637322704523:4!637322704530:613!637322704684:99J!637322704622:F1B-30!637322704547:F4-27-30!637322704653:F4-30!637322704578:FS2730!637322704592:RED WINE!637322704677,1!637322704509:1B!637322704516:2!637322704523:4!637322704530:613!637322704684:99J!637322704622:F1B-30!637322704547:F4-27-30!637322704653:F4-30!637322704578:FS2730!637322704592:RED WINE!637322704677,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Short,Diana-WIG-BABA,WIG BABA,Pure Natural,24.99,37.99,,1!637322894507:4!637322894538:99J!637322894545,1!637322894507:4!637322894538:99J!637322894545,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Short,Diana-WIG-BETTY,WIG BETTY,Pure Natural,24.99,37.99,,1!637322724002:1B!637322724019:2!637322724026:4!637322724033:F1B-30!637322724040:F4-30!637322724057:HL PU!637322724088:HL30!637322724064:HL99J!637322724071,1!637322724002:1B!637322724019:2!637322724026:4!637322724033:F1B-30!637322724040:F4-30!637322724057:HL PU!637322724088:HL30!637322724064:HL99J!637322724071,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Medium,Diana-WIG-BOBY,WIG BOBY,Pure Natural,24.99,37.99,,1B!637322804025:2!637322804032:4!637322804049,1B!637322804025:2!637322804032:4!637322804049,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-CARTIER,WIG CARTIER,Pure Natural,24.99,37.99,,1!637322707005:1B!637322707012:2!637322707029:4!637322707036:F1B-30!637322707043:F4-27!637322707050:F4-30!637322707067:TT4-1010!637322707104,1!637322707005:1B!637322707012:2!637322707029:4!637322707036:F1B-30!637322707043:F4-27!637322707050:F4-30!637322707067:TT4-1010!637322707104,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-COACH,WIG COACH,Pure Natural,24.99,37.99,,1!637322719503:1B!637322719510:2!637322719527:4!637322719534:613!637322719541:TT27-613!637322719558:TT4-1010!637322719596,1!637322719503:1B!637322719510:2!637322719527:4!637322719534:613!637322719541:TT27-613!637322719558:TT4-1010!637322719596,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Long,Diana-WIG-COOL,WIG COOL,Pure Natural,24.99,37.99,,1!637322879504:1B!637322879511:2!637322879528:4!637322879535:99J!637322879542:BK WINE!637322879634:F1B-30!637322879559:F4-27-30!637322879641:F4-30!637322879573:FT1B-27!637322879580:FT1B-30!637322879597:FT1B-99J!637322879603:FT4-3147!637322879627,1!637322879504:1B!637322879511:2!637322879528:4!637322879535:99J!637322879542:BK WINE!637322879634:F1B-30!637322879559:F4-27-30!637322879641:F4-30!637322879573:FT1B-27!637322879580:FT1B-30!637322879597:FT1B-99J!637322879603:FT4-3147!637322879627,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Short,Diana-WIG-DOLCE,WIG DOLCE,Pure Natural,24.99,37.99,,1!637322715505:1B!637322715512:2!637322715529:4!637322715536:F1B-30!637322715543:F4-30!637322715550:TT4-1010!637322715598,1!637322715505:1B!637322715512:2!637322715529:4!637322715536:F1B-30!637322715543:F4-30!637322715550:TT4-1010!637322715598,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Short,Diana-WIG-EBONY,WIG EBONY,Pure Natural,24.99,37.99,,1!637322705513:1B!637322705520:2!637322705537:99J!637322705575:F1B-30!637322705544:F4-27-30!637322705551:F4-30!637322705568:NT AUBURN!637322705582:NT FIRE!637322705599:TT30!637322705605,1!637322705513:1B!637322705520:2!637322705537:99J!637322705575:F1B-30!637322705544:F4-27-30!637322705551:F4-30!637322705568:NT AUBURN!637322705582:NT FIRE!637322705599:TT30!637322705605,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Long,Diana-WIG-ELSA,WIG ELSA,Pure Natural,24.99,37.99,,1!637322885505:1B!637322885512:2!637322885529:4!637322885536:99J!637322885567:BLOOMING!637322885598:FT1B-27!637322885574:FT1B-30!637322885581:NT SNOW!637322885604,1!637322885505:1B!637322885512:2!637322885529:4!637322885536:99J!637322885567:BLOOMING!637322885598:FT1B-27!637322885574:FT1B-30!637322885581:NT SNOW!637322885604,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-ESTA,WIG ESTA,Pure Natural,24.99,37.99,,1!637322886007,1!637322886007,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Short,Diana-WIG-FENDI,WIG FENDI,Pure Natural,24.99,37.99,,1!637322888001:1B!637322888018,1!637322888001:1B!637322888018,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Medium,Diana-WIG-FOXY,WIG FOXY,Pure Natural,24.99,37.99,,1!637322824504:1B!637322824511:2!637322824528:99J!637322824634:F1B-30!637322824542:F4-27-30!637322824689:F4-30!637322824573:FS2730!637322824580,1!637322824504:1B!637322824511:2!637322824528:99J!637322824634:F1B-30!637322824542:F4-27-30!637322824689:F4-30!637322824573:FS2730!637322824580,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Medium,Diana-WIG-GINA,WIG GINA,Pure Natural,24.99,37.99,,1!637322824009:1B!637322824016:F1B-30!637322824047:F4-27!637322824061:F4-27-30!637322824160:F4-30!637322824078:FS2730!637322824085,1!637322824009:1B!637322824016:F1B-30!637322824047:F4-27!637322824061:F4-27-30!637322824160:F4-30!637322824078:FS2730!637322824085,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Loose Curl,Medium,Diana-WIG-GOLD,WIG GOLD,Pure Natural,24.99,37.99,,1!637322727508:1B!637322727515:2!637322727522:4!637322727539:99J!637322727546:F1B-30!637322727553:F4-27-30!637322727560:F4-30!637322727577,1!637322727508:1B!637322727515:2!637322727522:4!637322727539:99J!637322727546:F1B-30!637322727553:F4-27-30!637322727560:F4-30!637322727577,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-GUCCI,WIG GUCCI,Pure Natural,24.99,37.99,,1!637322708507:1B!637322708514:2!637322708521:4!637322708538:F1B-30!637322708545:F4-27!637322708552:F4-30!637322708569:TT4-1010!637322708613,1!637322708507:1B!637322708514:2!637322708521:4!637322708538:F1B-30!637322708545:F4-27!637322708552:F4-30!637322708569:TT4-1010!637322708613,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Medium,Diana-WIG-HARU,WIG HARU,Pure Natural,24.99,37.99,,1!637322847503:1B!637322847510:2!637322847527:4!637322847534:613!637322847749:99J!637322847596:F1B-30!637322847541:F4-27-30!637322847565:F4-30!637322847732:FS3027!637322847589:FT1B-27!637322847626:FT1B-30!637322847633:FT4-3147!637322847640:RED WINE!637322847602,1!637322847503:1B!637322847510:2!637322847527:4!637322847534:613!637322847749:99J!637322847596:F1B-30!637322847541:F4-27-30!637322847565:F4-30!637322847732:FS3027!637322847589:FT1B-27!637322847626:FT1B-30!637322847633:FT4-3147!637322847640:RED WINE!637322847602,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-HERA,WIG HERA,Pure Natural,24.99,37.99,,1!637322722503:1B!637322722510:2!637322722527:4!637322722534:BLOOMING!637322722596:F1B-30!637322722541:F4-30!637322722558:TT AUBURN!637322722572:TT GOLD!637322722589:TT99J!637322722565,1!637322722503:1B!637322722510:2!637322722527:4!637322722534:BLOOMING!637322722596:F1B-30!637322722541:F4-30!637322722558:TT AUBURN!637322722572:TT GOLD!637322722589:TT99J!637322722565,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Medium,Diana-WIG-JENY,WIG JENY,Pure Natural,24.99,37.99,,1!637322863503:1B!637322863510:2!637322863527:4!637322863534:99J!637322863602:F1B-30!637322863541:F4-27-30!637322863619:F4-30!637322863565:NT AUBURN!637322863572:NT BLONDE!637322863589:NT FIRE!637322863596,1!637322863503:1B!637322863510:2!637322863527:4!637322863534:99J!637322863602:F1B-30!637322863541:F4-27-30!637322863619:F4-30!637322863565:NT AUBURN!637322863572:NT BLONDE!637322863589:NT FIRE!637322863596,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Long,Diana-WIG-JUDY,WIG JUDY,Pure Natural,24.99,37.99,,1!637322830505:1B!637322830512:2!637322830529:99J!637322830598:F1B-30!637322830543:F4-27-30!637322830604:F4-30!637322830574:FS3027!637322830697:FT1B-27!637322830642:FT1B-30!637322830659:FT4-3147!637322830666:NT430!637322830727,1!637322830505:1B!637322830512:2!637322830529:99J!637322830598:F1B-30!637322830543:F4-27-30!637322830604:F4-30!637322830574:FS3027!637322830697:FT1B-27!637322830642:FT1B-30!637322830659:FT4-3147!637322830666:NT430!637322830727,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Long,Diana-WIG-KAKA,WIG KAKA,Pure Natural,24.99,37.99,,1!637322836507:1B!637322836514:2!637322836521:613!637322836576:99J!637322836712:F1B-30!637322836545:F4-30!637322836668:FS3027!637322836569,1!637322836507:1B!637322836514:2!637322836521:613!637322836576:99J!637322836712:F1B-30!637322836545:F4-30!637322836668:FS3027!637322836569,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Short,Diana-WIG-KASA,WIG KASA,Pure Natural,24.99,37.99,,1!637322713006:1B!637322713013:2!637322713020:BT 30!637322713051:BT 99J!637322713082:BT DKPU!637322713075,1!637322713006:1B!637322713013:2!637322713020:BT 30!637322713051:BT 99J!637322713082:BT DKPU!637322713075,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-KONI,WIG KONI,Pure Natural,24.99,37.99,,1!637322848005:2!637322848029:FT1B-30!637322848111:FT1B-99J!637322848159:FT1B-GRAY!637322848210:FT4-3147!637322848128:RED WINE!637322848197,1!637322848005:2!637322848029:FT1B-30!637322848111:FT1B-99J!637322848159:FT1B-GRAY!637322848210:FT4-3147!637322848128:RED WINE!637322848197,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Wavy Style,Short,Diana-WIG-LANCOME,WIG LANCOME,Pure Natural,24.99,37.99,,1!637322719008:1B!637322719015:2!637322719022:4!637322719039:F1B-30!637322719046:F4-30!637322719053:TT4-1010!637322719060,1!637322719008:1B!637322719015:2!637322719022:4!637322719039:F1B-30!637322719046:F4-30!637322719053:TT4-1010!637322719060,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Straight,Medium,Diana-WIG-LUNA,WIG LUNA,Pure Natural,24.99,37.99,,1!637322828502:1B!637322828519:2!637322828526:99J!637322828625:DKPU!637322828809:DP1B-30!637322828663:DP1B-BURG!637322828779:F4-27-30!637322828632:F4-30!637322828571:FS2730!637322828595:FT1B-30!637322828694:FT1B-GRAY!637322828793:NT23033!637322828755:RED WINE!637322828762:TC271!637322828601,1!637322828502:1B!637322828519:2!637322828526:99J!637322828625:DKPU!637322828809:DP1B-30!637322828663:DP1B-BURG!637322828779:F4-27-30!637322828632:F4-30!637322828571:FS2730!637322828595:FT1B-30!637322828694:FT1B-GRAY!637322828793:NT23033!637322828755:RED WINE!637322828762:TC271!637322828601,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Braid Twist,Medium,Diana-WIG-MAYA,WIG MAYA,Pure Natural,24.99,37.99,,1!637322892503:2!637322892527:4!637322892534:99J!637322892541:DT4-GOLD!637322892602:F1B-30!637322892558:F4-30!637322892565,1!637322892503:2!637322892527:4!637322892534:99J!637322892541:DT4-GOLD!637322892602:F1B-30!637322892558:F4-30!637322892565,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Body Wave,Long,Diana-WIG-MELA,WIG MELA,Pure Natural,24.99,37.99,,1!637322844502:1B!637322844519,1!637322844502:1B!637322844519,,,,,,,,,,,,,
Diana,Full Wig,Synthetic,Curly Style,Medium,Diana-WIG-MISHA,WIG MISHA,Pure Natural,24.99,37.99,,1!637322724507:1B!637322724514:2!637322724521:F1B-30!637322724545:F4-30!637322724552:T1B-30!637322724569:T1B-99J!637322724583,1!637322724507:1B!637322724514:2!637322724521:F1B-30!637322724545:F4-30!637322724552:T1B-30!637322724569:T1B-99J!637322724583,,,,,,,,,,,,,
